,tconst,directors,actors,distributor,mpaa,release_year,budget,opening_revenue,domestic_revenue,opening_theaters,runtime_minutes,release_month,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news
414,tt0120241,nm0640964,"nm0252045,nm0000686,nm0001459,nm0001218,nm0914786",Artisan Entertainment,R,1997,8164232.209737828,911260.5751685394,2841407.533033708,135,106,4,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
415,tt0125454,nm0731253,"nm0002201,nm0001687,nm0001724,nm0001507,nm0001117,nm0330428,nm0506013,nm0781910",DreamWorks Distribution,PG,1998,37023913.84615385,8643957.068307692,43262069.87062154,1553,91,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
416,tt0120148,nm0398185,"nm0001899,nm0000569,nm0001314,nm0001487,nm0000675,nm0104088,nm0394564,nm0001628,nm0386595",Miramax,PG-13,1998,9658412.307692308,1343834.4645784616,19061752.38528,117,99,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
417,tt0119506,nm0241090,"nm0228850,nm0005377,nm0000599,nm0059215,nm0001520,nm0448953,nm0002303,nm0204567",Strand Releasing,R,1997,13070930.668332294,36747.2877076827,173849.91335415366,12,101,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,tt0120685,nm0000386,"nm0516083,nm0000111,nm0000606,nm0001623,nm0000279,nm0003417",Sony Pictures Entertainment (SPE),PG-13,1998,208879975.42997542,70774225.24485257,219025587.54980344,3310,139,5,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,tt0120669,nm0000416,"nm0144025,nm0000136,nm0001125,nm0001497,nm0324672",Universal Pictures,R,1998,29725227.27272727,5364343.055159705,17160735.22757985,1126,118,5,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420,tt0120591,nm0000881,"nm0000246,nm0000671,nm0000255,nm0000239",Walt Disney Studios Motion Pictures,PG-13,1998,224396323.5294118,57846121.66485295,323095735.3181618,3127,151,7,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,tt0122151,nm0001149,"nm0000154,nm0000418,nm0000582,nm0000623",Warner Bros.,R,1998,224396323.5294118,54573384.63338236,209080638.12466913,3117,127,7,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,tt0129387,"nm0268380,nm0125803","nm0825790,nm0000139,nm0000369,nm0001774,nm0262968,nm0065980",Twentieth Century Fox,R,1998,36865110.29411765,22023928.54661765,282875048.8840809,2186,119,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
423,tt0120746,nm0132709,"nm0000104,nm0000164,nm0001876,nm0851767",Sony Pictures Entertainment (SPE),PG-13,1998,152268933.82352942,36105136.04540442,150819210.1555515,2515,136,7,4,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
424,tt0120815,nm0000229,"nm0002354,nm0000158,nm0000354,nm0001744,nm0122653,nm0117290,nm0330428,nm0506013",DreamWorks Distribution,R,1998,112198161.7647059,49008323.7532353,347078456.237978,2463,169,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425,tt0119558,nm0001490,"nm0001553,nm0000460,nm0000663,nm0000429,nm0001449,nm0440830,nm0584382",The Samuel Goldwyn Company,R,1997,101047252.3364486,31767.95229906542,1745925.3919626167,1,137,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
426,tt0120741,nm0000720,"nm0504598,nm0001542,nm0000775,nm0000978,nm0121605,nm0045927,nm0002227",Walt Disney Studios Motion Pictures,PG-13,1998,16028308.823529413,10543359.033713236,31879182.665551472,1942,87,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
427,tt0120631,nm0855035,"nm0872058,nm0000106,nm0001378,nm0779084,nm0324009,nm0814969",Twentieth Century Fox,PG-13,1998,41673602.941176474,13667185.062058825,105315238.90761031,1767,121,7,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
428,tt0128214,nm0673400,"nm0641327,nm0906031,nm0000610,nm0121559,nm0036261,nm0067171,nm0531337",Strand Releasing,R,1997,488026.11940298503,22463.8422761194,69873.95302238806,6,94,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
429,tt0120832,nm0000361,"nm0698008,nm0000115,nm0000641,nm0001334,nm0001303,nm0757098,nm0005664,nm0659597",Paramount Pictures,R,1998,116863439.41248469,26110771.053157892,88994565.17159118,2713,98,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
430,tt0120813,nm0357453,"nm0788640,nm0005377,nm0001872,nm0503627,nm0316079,nm0111429,nm0166641,nm0169515,nm0369448",October Films,R,1998,1600869.0330477355,33954.43219094247,73198.13566707466,20,88,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,tt0120694,nm0591171,"nm0293551,nm0000130,nm0001326,nm0035060,nm0931329",Dimension Films,R,1998,27214773.561811503,25914426.06712362,88114613.8893268,2607,86,8,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,tt0118661,nm0154819,"nm0695536,nm0000146,nm0000235,nm0000125,nm0001495,nm0005545,nm0006193",Warner Bros.,PG-13,1998,96052141.98286413,16498487.41722154,37436224.68481028,2466,89,8,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,tt0120703,nm0838198,"nm0005749,nm0000291,nm0004875,nm0000155,nm0005093,nm0771834,nm0006014",Twentieth Century Fox,R,1998,32017380.66095471,18120106.91467564,60309444.63073439,1395,124,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
434,tt0119346,nm0687739,"nm0584553,nm0489107,nm0819435,nm0177394,nm1392881,nm0033826,nm0062189",Lionsgate,R,1997,406688.43283582083,21915.626268656713,335553.7456716417,2,75,8,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
435,tt0119934,nm0001801,"nm0005734,nm0001082,nm0000661,nm0005321,nm0005438,nm0000129,nm0906048,nm0589172",Warner Bros.,PG-13,1998,39972799.511002444,89826.8750611247,1243030.9485696822,5,117,9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
436,tt0120812,nm0711840,"nm0765306,nm0000329,nm0000676,nm0504962,nm0929489,nm0083696,nm0322802",New Line Cinema,PG-13,1998,52764095.35452323,52766978.19282396,225745368.33036673,2638,98,9,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
437,tt0119802,nm0001130,"nm0785351,nm0001459,nm0001324,nm0058029,nm0164873,nm0166431,nm0004513,nm0759627",Lionsgate,R,1998,17588031.784841076,66444.3862591687,533652.862591687,10,93,9,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,tt0146336,nm0087595,"nm0002366,nm0001467,nm0001860,nm0001261,nm0742146,nm0560033,nm0568120,nm0605775",Sony Pictures Entertainment (SPE),R,1998,22384767.72616137,16813269.391246945,60874477.242762834,2257,99,9,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,tt0120889,nm0911910,"nm0004383,nm0000245,nm0000421,nm0001711,nm0001884,nm0047685,nm0222104",PolyGram,PG-13,1998,135576036.58536583,25254772.332585365,88336443.96654877,2526,113,10,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440,tt0120587,"nm0426333,nm0201509","nm0506977,nm0000095,nm0000232,nm0000432,nm0000230",DreamWorks Distribution,PG,1998,167476280.48780486,27426489.89707317,144759898.28820732,2449,83,10,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
441,tt0120701,nm0378893,"nm0794064,nm0000552,nm0000156,nm0000593,nm0005162,nm0083696,nm0006293,nm0000939",Walt Disney Studios Motion Pictures,PG,1998,95700731.70731707,8145598.0845,19251348.99669512,2013,114,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,tt0144120,nm0950553,"nm0666702,nm0000236,nm0000374,nm0001337,nm0820903,nm0319666,nm0456946,nm0006251",Universal Pictures,R,1998,39875304.87804878,18870358.003719512,51679444.63997561,2412,89,10,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
443,tt0120603,nm0001129,"nm0287164,nm0001856,nm0000418,nm0066463,nm0684460",Walt Disney Studios Motion Pictures,R,1998,127600975.6097561,13024153.424890243,36449995.45386585,1501,172,10,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
444,tt0120791,nm0001162,"nm0224145,nm0000113,nm0000173,nm0000330,nm0001848",Warner Bros.,PG-13,1998,119625914.63414633,20902146.74334146,74539515.10818292,2652,104,10,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
445,tt0120789,nm0002657,"nm0511979,nm0001497,nm0001099,nm0000260,nm0000513,nm0214889,nm0453091,nm0001752,nm0005271",New Line Cinema,PG-13,1998,95700731.70731707,14123933.47357317,64732646.42696341,1636,124,10,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
446,tt0120157,nm0027271,"nm0402950,nm0000621,nm0001462,nm0005042,nm0001567,nm0005545,nm0006193,nm0005897",Warner Bros.,R,1998,95700731.70731707,10283421.639841463,23277968.448365852,2507,99,10,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,tt0120722,nm0481418,"nm0339856,nm0000456,nm0000362,nm0001451,nm0233027,nm0787834,nm0792049,nm0006070,nm0007037",New Line Cinema,R,1998,31900243.902439024,270748.5350853658,20585069.484036583,8,100,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
448,tt0120877,nm0000118,"nm1836376,nm0000249,nm0000838,nm0498247,nm0001299,nm0455253,nm0452123",Sony Pictures Entertainment (SPE),R,1998,31900243.902439024,14524973.769841462,32392739.00795122,1793,108,10,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,tt0120586,nm0443411,"nm0374189,nm0001570,nm0000411,nm0000350,nm0000497,nm0554204,nm0006050,nm0338513",New Line Cinema,R,1998,31900243.902439024,248943.12336585365,10718265.029560976,17,119,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,tt0133952,nm0001880,"nm0005683,nm0000243,nm0000246,nm0000906,nm0001724,nm0643553,nm0006251",Twentieth Century Fox,R,1998,111650853.65853658,22220569.468719512,65365655.72681707,2541,116,11,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,tt0127536,nm0001408,"nm0386595,nm0000949,nm0318884,nm0191358,nm0289183,nm0079677,nm0271479,nm0654077",Gramercy Pictures (I),R,1998,47850365.853658535,438837.3002560975,47982271.767182924,9,124,11,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
452,tt0120484,nm0178997,"nm0077149,nm0001191,nm0000870,nm0001857,nm0000103,nm0316406,nm0800465,nm0664676",Walt Disney Studios Motion Pictures,PG-13,1998,36685280.487804875,62865923.904402435,257581144.78031707,2664,90,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
453,tt0120802,nm0320660,"nm0403244,nm0147605,nm0081175,nm0464855,nm0002076,nm0275651,nm0179858,nm0234500",Lionsgate,R,1998,28710219.51219512,75627.50323170732,15980601.039256096,10,130,11,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
454,tt0120684,nm0174374,"nm0001980,nm0005212,nm0000409,nm0001655,nm0000357,nm0171473,nm0276385,nm0365070",Lionsgate,R,1998,15950121.951219512,120436.18082926828,10290425.338390244,6,105,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,tt0155753,nm0762541,"nm0872058,nm0001795,nm0004754,nm0492220,nm0170550,nm0387674",Walt Disney Studios Motion Pictures,PG,1998,47850365.853658535,6217824.875158536,19482018.06534146,1759,86,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
456,tt0130018,nm0134176,"nm0270549,nm0001349,nm0005327,nm0005275,nm0001616,nm0064057,nm0149563",Sony Pictures Entertainment (SPE),R,1998,103675792.68292682,26349662.073878046,63803856.47063414,2443,100,11,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,tt0119643,nm0000976,"nm0000093,nm0000164,nm0001231,nm0916617",Universal Pictures,PG-13,1998,143551097.5609756,23953885.17128049,71168008.63536584,2503,178,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
458,tt0134067,"nm0468335,nm0899329","nm0197354,nm0004815,nm0815718,nm0153589",Paramount Pictures,G,1998,38280292.682926826,43578077.838658534,160290232.16981706,2782,79,11,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
459,tt0120660,nm0001716,"nm0591053,nm0000226,nm0000432,nm0000685,nm0000956,nm0000988,nm0004581,nm0704909",Walt Disney Studios Motion Pictures,R,1998,143551097.5609756,31961768.30784146,177923348.78385365,2393,132,11,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,tt0120623,"nm0004056,nm0005124","nm0026565,nm0000228,nm0004929,nm0000506,nm0659363",Walt Disney Studios Motion Pictures,G,1998,191401463.41463414,464341.5452560975,259665696.52335364,1,95,11,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
461,tt0120070,nm0031342,"nm0933510,nm0000598,nm0000176,nm0738399,nm0287720,nm0000231,nm0946003,nm0730321",Lionsgate,R,1998,15950121.951219512,6217.357536585366,22853.334731707317,2,103,11,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
462,tt0120595,nm0004306,"nm0593294,nm0844294,nm0197354,nm0001682,nm0000342,nm0587964",Universal Pictures,PG,1998,143551097.5609756,9829485.95414634,29220400.11292683,2384,97,11,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
463,tt0165494,nm0009053,"nm0820925,nm0001761,nm0005326,nm0001530,nm0353243,nm0326214,nm0420743,nm0749496",Artisan Entertainment,R,1998,31900243.902439024,5333755.870756097,14765192.1765,1312,90,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
464,tt0124198,nm0000916,"nm0377454,nm0000225,nm0827663,nm0000139,nm0269463,nm0184546,nm0618558,nm0771512,nm0004841",PolyGram,R,1998,47850365.853658535,5177175.11857317,15788087.852341462,1260,100,11,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,tt0119304,nm0661751,"nm0627917,nm0000106,nm0005561,nm0001573,nm0000998,nm0425741,nm0001410,nm0001469",Warner Bros.,PG-13,1998,55825426.82926829,6035562.8316219505,16737046.737878049,1925,91,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
466,tt0155975,nm0001814,"nm0236313,nm0000681,nm0000162,nm0000194,nm0001557,nm0004976,nm0002136",Universal Pictures,R,1998,95759121.41549726,16010685.702867603,34290790.76394143,2477,105,12,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467,tt0138097,nm0006960,"nm0005544,nm0000569,nm0001212,nm0001691,nm0929489,nm0317642,nm0661406",Miramax,R,1998,39899633.92312386,357519.8717754728,160105730.26301405,8,123,12,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
468,tt0141109,nm0003474,"nm0044363,nm0000474,nm0000593,nm0189200,nm0004692",Warner Bros.,PG,1998,135658755.3386211,11338079.47376449,55161333.27389872,2152,101,12,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
469,tt0128445,nm0027572,"nm0005934,nm0005403,nm0000195,nm0931404,nm0001025,nm0578814,nm0771490,nm0006205",Walt Disney Studios Motion Pictures,R,1998,14363868.212324588,69690.29659548505,27299679.050994508,2,93,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
470,tt0120844,nm0000408,"nm0074318,nm0001772,nm0000408,nm0000653,nm0000996,nm0000025,nm0005772",Paramount Pictures,PG,1998,92567150.70164734,35196003.33466748,112018474.40485662,2620,103,12,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,tt0120324,nm0000600,"nm0457886,nm0000200,nm0000671,nm0000403,nm0109785,nm0413208,nm0775443,nm0000384",Paramount Pictures,R,1998,47879560.70774863,623332.828956681,26040532.787589993,31,121,12,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,tt0128853,nm0001188,"nm0511979,nm0000158,nm0000212,nm0001427,nm0000205,nm0795682,nm0006070",Warner Bros.,PG,1998,103739048.20012203,29408821.579731543,184849410.0371568,2691,119,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
473,tt0120794,"nm0152312,nm9054338,nm0920425","nm0277896,nm0000174,nm0000146,nm0000201,nm0000113",DreamWorks Distribution,PG,1998,111718974.9847468,23180603.635277607,161853963.04707748,3118,99,12,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
474,tt0120751,nm0881038,"nm0366894,nm0000200,nm0000234,nm0784884,nm0278752",Walt Disney Studios Motion Pictures,PG,1998,143638682.1232459,16920703.785503354,80807989.64328249,2502,114,12,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
475,tt0119336,nm0237292,"nm0512399,nm0000576,nm0000228,nm0001590,nm0000705,nm0321621,nm0357464,nm0046412",Fine Line Features,R,1998,23939780.353874315,263059.88244051253,2870957.411128737,16,122,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,tt0120633,nm0001873,"nm0000384,nm0000237,nm0000380,nm0000599,nm0001724,nm0679353,nm0000602,nm0748784",Walt Disney Studios Motion Pictures,PG-13,1998,119698901.76937157,111845.05782794386,90508299.26749237,2,115,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,tt0129290,nm0001723,"nm0447260,nm0000245,nm0518687,nm0005321,nm0000450,nm0268286",Universal Pictures,PG-13,1998,143638682.1232459,40318228.96253813,215500958.38294083,2712,115,12,4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
478,tt0120863,nm0000517,"nm0001877,nm0001029,nm0000576,nm0000560,nm0009716,nm0312059,nm0384294,nm0730535",Twentieth Century Fox,R,1998,82991238.56009762,450920.12683343503,58094650.620878585,5,170,12,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
479,tt0133751,nm0001675,"nm0001937,nm0108287,nm0245112,nm0364977,nm0001326,nm0042882",Miramax,R,1998,23939780.353874315,18566887.66985967,64291590.444307506,2365,104,12,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,tt0120686,nm0001060,"nm0000210,nm0000215,nm0000438,nm0540441",Sony Pictures Entertainment (SPE),PG-13,1998,79799267.84624772,30551053.935814522,145454374.01637584,2358,125,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
481,tt0118564,nm0001707,"nm0704950,nm0000560,nm0000651,nm0000336,nm0862923,nm0718458,nm0111649,nm0765477",Lionsgate,R,1997,9730266.58400496,103755.45429634221,10265518.818524487,3,114,12,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,tt0145734,nm0141033,"nm0768817,nm0000096,nm0000995,nm0000125,nm0000381,nm0006917,nm0928987,nm0000290,nm0005936",Miramax,R,1998,32374009.9009901,43169.123502475246,6426367.223985149,1,121,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
483,tt0120710,nm0001403,"nm0006106,nm0000906,nm0000375,nm0756218,nm0001644,nm0003992,nm0941262",DreamWorks Distribution,R,1999,47762994.522215456,6356377.323907486,19132850.990614727,1670,100,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,tt0120458,nm0116497,"nm0250867,nm0000130,nm0000661,nm0000287,nm0001586,nm0005036,nm0006193",Universal Pictures,R,1999,119407486.30553864,9574315.145952525,22346720.997626293,2018,99,1,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,tt0132512,nm0005563,"nm0005868,nm0000174,nm0000227,nm0000534,nm0001836,nm0184620,nm0006142",Metro-Goldwyn-Mayer (MGM),PG-13,1999,95525989.04443091,13444201.922227632,35607524.165587336,1814,128,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
486,tt0139699,nm0005367,"nm0169281,nm0004735,nm0000685,nm0908094,nm0504516,nm0482019,nm0866132,nm0006142",Paramount Pictures,R,1999,25473597.07851491,24206521.25463177,84212796.80680463,2121,106,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
487,tt0120683,nm0001486,"nm0006290,nm0000232,nm0276707,nm0000562,nm0001550,nm0287811,nm0723676",Sony Pictures Entertainment (SPE),R,1999,47762994.522215456,3412011.60558734,6683203.574424832,1527,108,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,tt0160862,nm0410769,"nm0004841,nm0005327,nm0000337,nm0000498,nm0908094,nm0009222,nm0321621,nm0506597",Miramax,PG-13,1999,15920998.174071819,25577768.16956786,100886571.6165429,2222,95,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
489,tt0120784,nm0001338,"nm0179697,nm0000154,nm0001344,nm0004742,nm0001601,nm0202704,nm0063973",Paramount Pictures,R,1999,143114772.03647417,33745709.508401215,129639913.57703345,2729,100,2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,tt0145893,nm0850516,"nm0326215,nm0001264,nm0001218,nm0165101,nm0048414,nm0000750,nm0135847,nm0275836",Twentieth Century Fox,PG-13,1999,9540984.802431611,3550337.199100304,6995114.532510638,1359,96,2,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
491,tt0124298,nm0933505,"nm0110519,nm0000409,nm0000224,nm0000686,nm0000651,nm0001317,nm0006045,nm0003900",New Line Cinema,PG-13,1999,55655744.680851065,12357270.434115501,42157022.62825532,2542,112,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
492,tt0120764,nm0677953,"nm0005414,nm0000502,nm0001099,nm0000167,nm0000435,nm0500107",Walt Disney Studios Motion Pictures,PG,1999,103360668.69300912,14038900.808826748,58597708.934844986,2275,94,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
493,tt0139462,nm0001502,"nm0001189,nm0000126,nm0000705,nm0000056,nm0001698,nm0224145,nm0933604",Warner Bros.,PG-13,1999,127213130.69908816,26637729.896170214,84087904.83472341,2538,126,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
494,tt0151804,nm0431918,"nm0719679,nm0515296,nm0000098,nm0379114,nm0619651,nm0710883,nm0744754,nm0002227,nm0005891",Twentieth Century Fox,R,1999,15901641.33738602,6729140.499173253,17217995.108936172,1740,89,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,tt0155776,nm0825434,"nm0847258,nm0000535,nm0001261,nm0004748,nm0004301,nm0469668,nm0868178,nm0006059,nm0898575",Sony Pictures Entertainment (SPE),R,1999,5565574.468085106,2549708.9261398176,4956676.76881459,801,87,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,tt0132477,nm0002653,"nm0006142,nm0350453,nm0177933,nm0000368,nm0654104,nm0290581,nm0330077",Universal Pictures,PG,1999,39754103.343465045,9390316.75075988,51792735.09829787,1495,108,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
497,tt0134273,nm0001708,"nm0005696,nm0000115,nm0001618,nm0001254,nm0001780,nm0388788,nm0689780,nm0002217",Sony Pictures Entertainment (SPE),R,1999,63606565.34954408,22664431.299793314,58300688.53696049,2370,123,2,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,tt0123221,nm0921013,"nm0195987,nm0000412,nm0000510,nm0103071,nm0238541,nm0524342,nm0549600,nm0475578,nm0161928",Metro-Goldwyn-Mayer (MGM),R,1998,19388412.6003706,400023.34447189624,695404.1947374922,82,115,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
499,tt0137338,nm0305405,"nm0006205,nm0000255,nm0000729,nm0152638,nm0246585,nm0066530,nm0301835,nm0865508",Paramount Pictures,R,1999,9540984.802431611,5158932.92531307,10896520.218237082,976,101,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
500,tt0123209,nm0005190,"nm0006235,nm0000496,nm0000473,nm0000610,nm0000643,nm0410773",Walt Disney Studios Motion Pictures,PG-13,1999,55655744.680851065,10533954.844924012,44218691.099781156,1343,129,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
501,tt0122933,nm0000601,"nm0006290,nm0000134,nm0000345,nm0001435,nm0001590,nm0742772,nm0918463",Warner Bros.,R,1999,126827636.36363637,29144209.261054546,169450692.06640002,2518,103,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,tt0139134,nm0474955,"nm0293435,nm0001264,nm0000202,nm0000702,nm0004757,nm0605775,nm0790481,nm0005856",Sony Pictures Entertainment (SPE),R,1999,16646127.272727273,20642093.538363636,60764019.47269091,2312,97,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
503,tt0131646,nm0730932,"nm0005636,nm0005327,nm0000498,nm0004787,nm0001409,nm0610465,nm0003417,nm0454349",Twentieth Century Fox,PG-13,1999,47560363.63636364,8108035.305636364,18355223.208109092,2019,100,3,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,tt0120646,nm0343260,"nm0000930,nm0000201,nm0001852,nm0000155,nm0005044,nm0347443,nm0630222",Sony Pictures Entertainment (SPE),PG-13,1999,60243127.27272727,8811984.174545456,22034160.016472727,1907,106,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
