,distributor,mpaa,budget,opening_revenue,opening_theaters,runtime_minutes,release_year,release_month,release_date,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news,director_power,actor_power
3037,Twentieth Century Fox,PG-13,37116916.60281437,11189515.953150654,3088,112,2017,10,2017-10-06,4,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34098521.69092574,948653505.0644311
3038,Warner Bros.,R,159072499.7263473,34734139.935880125,4058,164,2017,10,2017-10-06,4,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328700969.94049406,1637131905.6116874
3039,Open Road Films (II),PG-13,12725799.978107782,3182303.6836088104,821,118,2017,10,2017-10-13,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,186061468.0576669,533632959.5875536
3040,Universal Pictures,PG-13,5090319.991243113,27613951.981245667,3149,96,2017,10,2017-10-13,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,99426321.8555162,249114003.62417656
3041,STX Entertainment,R,37116916.60281437,13906143.377677236,2515,113,2017,10,2017-10-13,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763456464.7444491,255471458.85240695
3042,Lionsgate,PG-13,26512083.287724547,22510829.835224576,2388,101,2017,10,2017-10-20,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,404807991.2373893,189349373.99507338
3043,Warner Bros.,PG-13,127257999.78107783,14536443.766726263,3246,109,2017,10,2017-10-20,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35738457.94918573,402326108.8073498
3044,Sony Pictures Entertainment (SPE),PG-13,40298366.597341314,6365726.1771323625,2577,134,2017,10,2017-10-20,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,325043756.0092735,967500848.1167369
3045,Universal Pictures,R,37116916.60281437,3576548.9669305896,1812,119,2017,10,2017-10-20,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7105275.438026781,487993004.97314453
3046,Open Road Films (II),R,31814499.945269458,152790.19647048807,283,109,2017,10,2017-10-27,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604735636.2685496,148034937.38139805
3047,Universal Pictures,R,21209666.630179636,4048607.21470184,2054,109,2017,10,2017-10-27,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10113087.194269104,590453241.008719
3048,Lionsgate,R,10604833.315089818,17646921.9747753,2941,92,2017,10,2017-10-27,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76692664.06805168,263692803.12430334
3049,STX Entertainment,R,29692811.013949867,17772378.583048537,3615,104,2017,11,2017-11-01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228451030.9172024,610941466.2490929
3050,Walt Disney Studios Motion Pictures,PG-13,190882356.51824915,130165848.61736983,4080,130,2017,11,2017-11-03,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,334105936.9162643,1530900044.1845303
3051,Twentieth Century Fox,PG-13,58325164.49168724,30415483.13206767,3341,114,2017,11,2017-11-10,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,714183626.2372721,1113989263.5954587
3052,Paramount Pictures,PG-13,73171569.99866217,31443831.074541185,3575,100,2017,11,2017-11-10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222873834.24540573,1373237427.8118403
3053,Sony Pictures Entertainment (SPE),PG-13,23330065.796674896,65747.30678763849,4,122,2017,11,2017-11-17,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48360686.328627065,1075690405.4121122
3054,Sony Pictures Entertainment (SPE),PG,21209150.724249907,10405924.093696412,2837,86,2017,11,2017-11-17,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,43322685.0863627,58257748.60628136
3055,Broad Green Pictures,PG-13,23343788.028751764,3397008.194488163,2161,91,2017,12,2017-12-08,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76822850.51731609,832618154.2311786
3056,Twentieth Century Fox,PG,117780021.41779299,14220171.94695851,3621,108,2017,12,2017-12-15,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1327786749.3994653,139467560.3116077
3057,Walt Disney Studios Motion Pictures,PG-13,336362763.86883223,233448049.690448,4232,152,2017,12,2017-12-15,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733218721.2353168,3633785153.645024
3058,Sony Pictures Entertainment (SPE),PG-13,95497314.6630754,38378596.635199815,3765,119,2017,12,2017-12-20,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,610580501.0864902,1888484783.7750058
3059,Twentieth Century Fox,PG,89130827.01887037,9343715.109384887,3006,105,2017,12,2017-12-20,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,184989093.94325906,1219536202.9331534
3060,Yash Raj Films,UNRATED,21720333.679479484,1896266.8334766594,299,161,2017,12,2017-12-22,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12640488.070613585,8185498.8742334675
3061,Paramount Pictures,R,72153526.63432363,5256901.161890931,2668,135,2017,12,2017-12-22,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261204288.66090363,1076861916.5763457
3062,Twentieth Century Fox,PG-13,53054063.701708555,558140.4220359883,9,116,2017,12,2017-12-22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7609819866.653467,2799990555.6520586
3063,Universal Pictures,PG-13,47748657.3315377,21145784.696621828,3447,93,2017,12,2017-12-22,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,111304804.77543768,627131089.8200928
3064,Universal Pictures,PG-13,10553320.934210686,31218153.298381794,3116,103,2018,1,2018-01-05,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71493820.92840113,410939239.7215503
3065,Screen Gems,R,14774649.30789496,10510108.250981374,2125,89,2018,1,2018-01-12,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90713505.55043101,161350061.2474973
3066,Roadside Attractions,PG,3693662.32697374,4480549.595791291,1114,108,2018,1,2018-01-19,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,17282188.013781585,49339913.586356975
3067,Twentieth Century Fox,PG-13,65430589.792106256,25504222.310359992,3787,143,2018,1,2018-01-26,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263618500.20528108,661096421.4414891
3068,Sony Pictures Entertainment (SPE),PG,52528404.6411316,26275682.928684164,3725,95,2018,2,2018-02-09,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,372576078.456125,413023626.8057781
3069,Warner Bros.,PG-13,31517042.78467896,13189132.29976987,3042,94,2018,2,2018-02-09,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1770155716.694257,104325050.80778912
3070,Universal Pictures,R,57781245.105244756,40510110.520018786,3768,105,2018,2,2018-02-09,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,270000400.4465239,549177596.7480906
3071,Paramount Pictures,R,42022723.71290528,11631452.887405567,2012,115,2018,2,2018-02-23,4,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62517045.98493222,799219996.0547607
3072,Warner Bros.,R,38871019.43443738,17865259.207055673,3488,100,2018,2,2018-02-23,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137218637.2609346,774403340.341089
3073,Orion Pictures,PG-13,5147783.654830896,3168669.9025988886,1667,97,2018,2,2018-02-23,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150050236.42152432,109646107.56507279
3074,Twentieth Century Fox,R,72325660.97918686,17665722.984219845,3056,140,2018,3,2018-03-02,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700918656.5036173,880258198.0719655
3075,Metro-Goldwyn-Mayer (MGM),R,31445939.556168202,13637335.656386994,2847,107,2018,3,2018-03-02,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260706005.59053588,1069762632.4601289
3076,Entertainment Studios Motion Pictures,PG-13,36686929.482196234,3170168.9382578516,2402,103,2018,3,2018-03-09,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712369084.5258259,152780789.1498649
3077,Roadside Attractions,PG,7337385.896439247,17933529.183855996,1629,110,2018,3,2018-03-16,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,98973976.06899598,359052188.53637177
3078,Twentieth Century Fox,PG-13,17819365.748495314,12322871.274385503,2402,110,2018,3,2018-03-16,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,106631096.14475062,1040842283.1582655
3079,Warner Bros.,PG-13,98530610.60932703,24772395.263125412,3854,119,2018,3,2018-03-16,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61058374.34120871,275500227.1243333
3080,Affirm Films,PG-13,5240989.926028034,5421893.175304743,1473,108,2018,3,2018-03-23,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18406854.514253426,177615086.75313362
3081,Universal Pictures,PG-13,157229697.780841,29471695.33796292,3708,111,2018,3,2018-03-23,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62760356.47014273,418042194.82948273
3082,Paramount Pictures,PG,61843681.12713079,11115902.740360802,3662,86,2018,3,2018-03-23,4,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,302867986.36968726,1648604584.3403163
3083,Warner Bros.,PG-13,183434647.41098118,43776993.06402622,4234,140,2018,3,2018-03-29,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754146427.526481,292282888.3369737
3084,Paramount Pictures,PG-13,17748812.59329624,52414918.438466385,3508,90,2018,4,2018-04-06,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196306420.3743105,833605942.3750484
3085,Universal Pictures,R,21925003.791718885,21461811.985423833,3379,102,2018,4,2018-04-06,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62968083.645677835,274087224.0453747
3086,Hannover House,R,1252857.3595267935,4224.217397204505,1,90,2018,4,2018-04-06,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091.568238966098,2401324.532578073
3087,Universal Pictures,PG-13,3654167.298619814,19490132.93610754,3029,100,2018,4,2018-04-13,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119106572.44661829,346097973.5671976
3088,Warner Bros.,PG-13,125285735.95267934,37327938.075746566,4101,107,2018,4,2018-04-13,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453017168.0347134,1122757913.8964427
3089,STX Entertainment,PG-13,33409529.587381158,16736313.830099063,3440,110,2018,4,2018-04-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50944939.8544858,196549846.04866517
3090,Twentieth Century Fox,R,14094645.294676427,15850341.131640496,2038,100,2018,4,2018-04-20,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,166082886.29951808,41074568.76045518
3091,Pantelion Films,PG-13,12476684.10258041,15295479.998179562,1623,112,2018,5,2018-05-04,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52314864.328131706,437904911.79953206
3092,Universal Pictures,PG-13,6238342.051290205,18330624.715288486,2537,88,2018,5,2018-05-11,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224277764.09707883,301208803.4601149
3093,Twentieth Century Fox,R,114369604.27365375,130492758.38293558,4349,119,2018,5,2018-05-18,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,433792667.911649,1235769949.4936135
3094,Walt Disney Studios Motion Pictures,PG-13,285924010.68413436,87773981.08653036,4381,135,2018,5,2018-05-25,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714303264.0800836,1440388516.0165884
3095,Paramount Pictures,R,19723313.31923219,2481155.4450710146,2032,85,2018,6,2018-06-01,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5252222.834552301,251331917.77571803
3096,STX Entertainment,PG-13,36332419.272269815,12044756.508014238,3015,96,2018,6,2018-06-01,4,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,241789721.13556704,210108386.26939794
3097,Warner Bros.,PG-13,72664838.54453963,43191334.35188043,4145,110,2018,6,2018-06-08,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,869225686.7626109,1495445577.9578402
3098,Sony Pictures Entertainment (SPE),R,16609105.95303763,7132303.03973586,2220,116,2018,6,2018-06-13,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21327250.52884054,366291145.8521298
3099,Warner Bros.,R,29065935.417815853,15516430.242875678,3382,100,2018,6,2018-06-15,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56814171.84381063,791425272.4938513
3100,Universal Pictures,PG-13,176471750.7510248,153659776.9466921,4475,128,2018,6,2018-06-22,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433621984.53234065,1327608695.3382766
3101,Sony Pictures Entertainment (SPE),R,36332419.272269815,19731167.350209728,3055,122,2018,6,2018-06-29,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51978441.02627495,351669377.6522542
3102,Universal Pictures,R,13493988.238375278,18034486.920787603,3031,97,2018,7,2018-07-04,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72129254.4407276,604257557.9615116
3103,Sony Pictures Entertainment (SPE),PG,83039927.62077095,45751081.67246018,4267,97,2018,7,2018-07-13,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,544661496.7073771,1110842974.2956922
3104,Universal Pictures,PG-13,129749886.9074546,25851383.037427682,3782,102,2018,7,2018-07-13,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535192043.2333819,680745034.7877864
3105,Sony Pictures Entertainment (SPE),R,64355943.90609748,37380049.73881575,3388,121,2018,7,2018-07-20,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736764474.7284259,766268032.0249826
3106,BH Tilt,R,1037999.0952596368,3791847.024951787,1546,92,2018,7,2018-07-20,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9203673.287897907,224398406.69426787
3107,Universal Pictures,PG-13,77849932.14447275,36280331.21735197,3317,114,2018,7,2018-07-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,125218953.38670509,914125210.6560665
3108,Paramount Pictures,PG-13,184763838.95621535,63563466.88883598,4386,147,2018,7,2018-07-27,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542648681.5933063,1225964765.9498096
3109,Warner Bros.,PG,10379990.952596368,10806804.762577083,3188,84,2018,7,2018-07-27,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,30922238.01557106,63804029.74247247
3110,Twentieth Century Fox,PG-13,35272373.942081176,6061255.571922617,3127,104,2018,8,2018-08-03,4,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,362939348.4291215,206143792.73304942
3111,Walt Disney Studios Motion Pictures,PG,77806707.22517906,25505182.830177754,3602,104,2018,8,2018-08-03,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,707663579.2715876,804403933.2568016
3112,Lionsgate,R,41496910.520095505,12555972.309796706,3111,117,2018,8,2018-08-03,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34818054.354056776,658099550.5456601
3113,Quality Flix,PG-13,6224536.578014325,2444709.5643159123,1005,108,2018,8,2018-08-03,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6106146.929723256,289585854.4594579
3114,Screen Gems,PG-13,10374227.630023876,11797432.64621291,2358,93,2018,8,2018-08-10,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139310665.16165346,113766739.65867417
3115,Warner Bros.,PG-13,134864959.1903104,47101270.58327319,4118,113,2018,8,2018-08-10,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957717757.2440833,495693827.6541654
3116,Focus Features,R,15561341.445035813,11251192.214272683,1512,135,2018,8,2018-08-10,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,348397730.3524434,514405414.2715572
3117,Warner Bros.,PG-13,31122682.890071627,27502222.686380114,3384,120,2018,8,2018-08-15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,465225438.19540805,575585087.670378
3118,Studio 8,PG-13,52908560.91312177,10739931.603055373,2719,96,2018,8,2018-08-17,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198203153.3089326,101232979.71989766
3119,STX Entertainment,R,51871138.15011938,14223921.95454221,3520,94,2018,8,2018-08-17,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851298044.8262868,684333755.8545419
3120,STX Entertainment,R,41496910.520095505,9889154.681613034,3256,91,2018,8,2018-08-24,4,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,71772755.2453512,492649490.4303234
3121,Metro-Goldwyn-Mayer (MGM),PG-13,24898146.3120573,6248146.245254734,1818,122,2018,8,2018-08-29,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,782946945.1436372,528317882.82072717
3122,Warner Bros.,R,22796810.318532396,55756209.6727447,3876,96,2018,9,2018-09-07,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121704003.85145718,249225634.7243138
3123,STX Entertainment,R,25905466.27105954,13909427.186013253,2980,101,2018,9,2018-09-07,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257214740.85692903,313898791.2562579
3124,Twentieth Century Fox,R,91187241.27412958,25524432.093646385,4037,107,2018,9,2018-09-14,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557226387.8473321,531204333.82563734
3125,Lionsgate,R,20724373.016847633,16591610.773287803,3102,117,2018,9,2018-09-14,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,712619647.9621637,567940358.2287048
3126,Studio 8,R,30050340.874429066,9181343.856702015,2504,111,2018,9,2018-09-14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24880840.834482785,404105088.21071464
3127,Universal Pictures,PG,43521183.335380025,27571726.585987106,3592,105,2018,9,2018-09-21,4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,260706005.59053588,790707509.7035502
3128,Lionsgate,R,5699202.579633099,5316799.557382179,2297,89,2018,9,2018-09-28,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31636801.207846183,11509727.165144846
3129,Universal Pictures,PG-13,30050340.874429066,28244849.040481064,3010,111,2018,9,2018-09-28,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,423856527.961598,665159026.4576024
3130,Sony Pictures Entertainment (SPE),PG-13,103439112.64013286,83015841.84903018,4250,112,2018,10,2018-10-05,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407363952.7075757,717732717.9771568
3131,Twentieth Century Fox,PG-13,23790995.907230556,529644.4604069042,36,133,2018,10,2018-10-05,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289834213.26086676,694358508.7969311
3132,Warner Bros.,R,37238080.55044783,44383707.20557565,3686,136,2018,10,2018-10-05,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,222692892.6034047,944805637.4592067
3133,Sony Pictures Entertainment (SPE),PG,36203689.4240465,16345681.317397235,3521,90,2018,10,2018-10-12,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,86231265.9312115,721411261.2844721
3134,Twentieth Century Fox,R,33100516.044842515,7377946.764553057,2808,141,2018,10,2018-10-12,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18452622.258852836,677097053.393527
3135,Universal Pictures,PG-13,61029076.457678385,16556531.60460288,3640,141,2018,10,2018-10-12,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,224618346.45352465,743492918.8508955
3136,Universal Pictures,R,10343911.264013287,78842889.78859955,3928,106,2018,10,2018-10-19,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337209751.92941594,520694425.473007
3137,Universal Pictures,PG,25859778.160033215,1695258.4451035054,544,89,2018,10,2018-10-26,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4563909.49617415,442417842.5923456
3138,Lionsgate,R,41375645.05605315,6882607.885853253,2728,121,2018,10,2018-10-26,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16309720.709887892,923558721.8028873
3139,Walt Disney Studios Motion Pictures,PG,124544076.6868488,21123184.998936668,3766,99,2018,11,2018-11-02,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803665324.4496617,1244327140.123551
3140,Twentieth Century Fox,PG-13,53969099.89763448,52994666.00376927,4000,134,2018,11,2018-11-02,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1670130355.3865008,341453369.03043354
3141,Paramount Pictures,R,19719478.808751058,14263525.585832294,2468,110,2018,11,2018-11-02,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,437721991.2692099,134663154.7960275
3142,Paramount Pictures,R,39438957.617502116,10588434.342662614,2859,110,2018,11,2018-11-09,4,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22526747.96343408,155106868.09895173
3143,Universal Pictures,PG,77840047.9292805,70131656.95891096,4141,85,2018,11,2018-11-09,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,481100342.0563278,836294431.1523367
3144,Sony Pictures Entertainment (SPE),R,44628294.14612082,8105859.89884065,2929,115,2018,11,2018-11-09,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173317606.81129923,37475215.92051859
3145,Paramount Pictures,PG-13,49817630.67473952,15053554.330418428,3286,118,2018,11,2018-11-16,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292787935.5354255,743315102.4947956
3146,Twentieth Century Fox,R,43590426.84039708,12829396.391314007,2803,129,2018,11,2018-11-16,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107483480.6536994,1269587605.3568377
3147,Universal Pictures,PG-13,23870948.03164602,332562.7829057523,25,130,2018,11,2018-11-16,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1101032260.055919,367828019.24135333
3148,Warner Bros.,PG-13,207573461.144748,64517053.263904646,4163,134,2018,11,2018-11-16,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1290405219.1866848,1778371852.3280144
3149,Metro-Goldwyn-Mayer (MGM),PG-13,51893365.286187,36921828.41960339,3441,130,2018,11,2018-11-21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120097737.94585736,577797046.3365871
3150,Walt Disney Studios Motion Pictures,PG,181626778.5016545,58367201.67985779,4017,112,2018,11,2018-11-21,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,316319671.2861766,851749802.137652
3151,Lionsgate,PG-13,103786730.572374,9543885.247224623,2827,116,2018,11,2018-11-21,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31991873.612296555,755507767.5266764
3152,Screen Gems,R,7991578.2540727975,6644160.797213118,2065,86,2018,11,2018-11-30,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15399275.195026146,142518828.13969144
3153,Warner Bros.,R,52059641.846413486,18230694.13588979,2588,116,2018,12,2018-12-14,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770155716.694257,243746809.58985716
3154,Walt Disney Studios Motion Pictures,PG,135355068.80067506,24492105.087396957,4090,130,2018,12,2018-12-19,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,947773261.7898712,896553431.6700982
3155,Paramount Pictures,PG-13,140561032.9853164,22546038.626908086,3550,114,2018,12,2018-12-21,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184592194.74929726,906053292.0744681
3156,STX Entertainment,PG-13,16659085.390852315,6757323.8113862425,2607,103,2018,12,2018-12-21,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1083346750.2778857,463662982.1011676
3157,Sony Pictures Entertainment (SPE),PG-13,43730099.15098733,7716823.617136283,2776,90,2018,12,2018-12-25,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,131994436.54480015,1237297695.779071
3158,Sony Pictures Entertainment (SPE),PG-13,9352903.318077805,18953317.7127193,2717,99,2019,1,2019-01-04,4,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130734695.8997255,644885319.2157688
3159,STX Entertainment,PG-13,38970430.49199085,21153149.671052635,3080,126,2019,1,2019-01-11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,423513819.68396366,1230633167.0473146
